날짜,항목,팀,선수,비고,포지션
2023-01-18,군보류,SSG,김건우,,투수
2023-01-18,군보류,SSG,김택형,,투수
2023-01-18,군보류,SSG,장지훈,,투수
2023-01-18,군보류,SSG,조요한,,투수
2023-01-18,군보류,LG,이영빈,,내야수
2023-01-18,군보류,LG,임준형,,투수
2023-01-18,군보류,NC,김태경,,투수
2023-01-18,군보류,NC,박동수,,투수
2023-01-17,군보류,롯데,추재현,,외야수
2023-01-03,FA 계약,SSG,오태곤,,외야수
2022-12-20,개명,LG,김단우,개명전:김대현,투수
2022-12-20,FA 계약,NC,이재학,,투수
2022-12-13,FA 계약,LG,김진성,,투수
2022-12-05,자유계약선수,KIA,파노니,,투수
2022-12-02,FA 보상선수,두산,박준영,NC→두산,내야수
2022-12-02,FA 보상선수,삼성,김태훈,KT→삼성,외야수
2022-12-02,FA 보상선수,NC,안중열,롯데→NC,포수
2022-12-01,FA 보상선수,NC,전창민,두산→NC,투수
2022-12-01,FA 계약,한화,오선진,,내야수
2022-11-30,자유계약선수,KT,고성민,,포수
2022-11-30,자유계약선수,KT,김성훈,,내야수
2022-11-30,자유계약선수,KT,데스파이네,,투수
2022-11-30,자유계약선수,KT,안영명,,투수
2022-11-30,자유계약선수,KT,전유수,,투수
2022-11-30,자유계약선수,KT,전진영,,외야수
2022-11-30,자유계약선수,KT,정주후,,내야수
2022-11-30,자유계약선수,두산,스탁,,투수
2022-11-30,자유계약선수,두산,안권수,,외야수
2022-11-30,자유계약선수,두산,오재원,,내야수
2022-11-30,자유계약선수,두산,윤명준,,투수
2022-11-30,자유계약선수,두산,이현승,,투수
2022-11-30,자유계약선수,두산,임창민,,투수
2022-11-30,자유계약선수,두산,최용제,,포수
2022-11-30,자유계약선수,두산,페르난데스,,내야수
2022-11-30,자유계약선수,두산,현도훈,,투수
2022-11-30,자유계약선수,삼성,구준범,,투수
2022-11-30,자유계약선수,삼성,김성표,,내야수
2022-11-30,자유계약선수,삼성,김승현,,투수
2022-11-30,자유계약선수,삼성,박정준,,투수
2022-11-30,자유계약선수,삼성,이수민,,투수
2022-11-30,자유계약선수,LG,김호은,,내야수
2022-11-30,자유계약선수,LG,류원석,,투수
2022-11-30,자유계약선수,LG,이상호,,내야수
2022-11-30,자유계약선수,LG,차우찬,,투수
2022-11-30,자유계약선수,키움,강민국,,내야수
2022-11-30,자유계약선수,키움,박관진,,투수
2022-11-30,자유계약선수,키움,배현호,,포수
2022-11-30,자유계약선수,SSG,라가레스,,외야수
2022-11-30,자유계약선수,SSG,신재영,,투수
2022-11-30,자유계약선수,SSG,오준혁,,외야수
2022-11-30,자유계약선수,SSG,유서준,,외야수
2022-11-30,자유계약선수,NC,강동연,,투수
2022-11-30,자유계약선수,NC,김건태,,투수
2022-11-30,자유계약선수,NC,김기환,,외야수
2022-11-30,자유계약선수,NC,김진우,,투수
2022-11-30,자유계약선수,NC,더모디,,투수
2022-11-30,자유계약선수,NC,마티니,,외야수
2022-11-30,자유계약선수,NC,정범모,,포수
2022-11-30,자유계약선수,NC,홍성민,,투수
2022-11-30,자유계약선수,롯데,강로한,,외야수
2022-11-30,자유계약선수,롯데,김대우,,투수
2022-11-30,자유계약선수,롯데,김민기,,투수
2022-11-30,자유계약선수,롯데,김민수,생년월일:96.6.11,외야수
2022-11-30,자유계약선수,롯데,박선우,,투수
2022-11-30,자유계약선수,롯데,이대호,,내야수
2022-11-30,자유계약선수,롯데,조무근,,투수
2022-11-30,자유계약선수,롯데,진명호,,투수
2022-11-30,자유계약선수,KIA,나지완,,외야수
2022-11-30,자유계약선수,KIA,놀린,,투수
2022-11-30,자유계약선수,KIA,류승현,,외야수
2022-11-30,자유계약선수,KIA,박진태,,투수
2022-11-30,자유계약선수,KIA,서덕원,,투수
2022-11-30,자유계약선수,KIA,이정훈,,포수
2022-11-30,자유계약선수,KIA,최용준,,투수
2022-11-30,자유계약선수,한화,라미레즈,,투수
2022-11-30,자유계약선수,한화,백용환,,포수
2022-11-28,FA 보상선수,LG,김유영,롯데→LG,투수
2022-11-28,FA 보상선수,LG,윤호솔,한화→LG,투수
2022-11-28,FA 보상선수,KIA,김대유,LG→KIA,투수
2022-11-26,FA 계약,KT,김상수,,내야수
2022-11-26,FA 계약,NC,박세혁,,포수
2022-11-25,FA 계약,NC,박민우,,내야수
2022-11-25,FA 계약,롯데,노진혁,,내야수
2022-11-25,FA 계약,한화,이태양,,투수
2022-11-24,FA 계약,두산,양의지,,포수
2022-11-24,FA 계약,한화,채은성,,내야수
2022-11-23,군보류,KT,한지웅,,투수
2022-11-23,군보류,두산,박웅,,투수
2022-11-23,군보류,LG,최용하,,투수
2022-11-23,FA 계약,LG,박동원,,포수
2022-11-23,FA 계약,롯데,유강남,,포수
2022-11-23,FA 계약,한화,장시환,,투수
2022-11-21,FA 계약,키움,원종현,,투수
2022-11-17,군보류,SSG,석정우,,내야수
2022-11-17,군보류,KIA,이승재,,투수
2022-11-17,군보류,KIA,장재혁,,투수
2022-11-16,FA 자격취득,KT,신본기,,내야수
2022-11-16,FA 자격취득,두산,박세혁,,포수
2022-11-16,FA 자격취득,삼성,김상수,,내야수
2022-11-16,FA 자격취득,삼성,오선진,,내야수
2022-11-16,FA 자격취득,LG,김진성,,투수
2022-11-16,FA 자격취득,LG,유강남,,포수
2022-11-16,FA 자격취득,LG,채은성,,내야수
2022-11-16,FA 자격취득,키움,정찬헌,,투수
2022-11-16,FA 자격취득,키움,한현희,,투수
2022-11-16,FA 자격취득,SSG,오태곤,,내야수
2022-11-16,FA 자격취득,SSG,이태양,,투수
2022-11-16,FA 자격취득,NC,권희동,,외야수
2022-11-16,FA 자격취득,NC,노진혁,,내야수
2022-11-16,FA 자격취득,NC,박민우,,내야수
2022-11-16,FA 자격취득,NC,양의지,,포수
2022-11-16,FA 자격취득,NC,원종현,,투수
2022-11-16,FA 자격취득,NC,이명기,,외야수
2022-11-16,FA 자격취득,NC,이재학,,투수
2022-11-16,FA 자격취득,롯데,강윤구,,투수
2022-11-16,FA 자격취득,KIA,박동원,,포수
2022-11-16,FA 자격취득,한화,장시환,,투수
2022-11-11,트레이드,키움,신인,"2024 신인드래프트 2R, KIA→키움",지명권
2022-11-11,트레이드,KIA,주효상,키움→KIA,포수
2022-11-10,트레이드,KIA,변우혁,한화→KIA,내야수
2022-11-10,트레이드,한화,장지수,KIA→한화,투수
2022-11-10,트레이드,한화,한승혁,KIA→한화,투수
2022-11-09,자유계약선수,두산,국해성,2022 퓨처스리그 FA,외야수
2022-11-02,임의해지,KT,이창재,,투수
2022-10-17,트레이드(웨이버),롯데,신정락,한화→롯데,투수
2022-10-17,자유계약선수,한화,강상원,,외야수
2022-10-17,자유계약선수,한화,김기탁,,투수
2022-10-17,자유계약선수,한화,이해창,,포수
2022-10-17,자유계약선수,한화,임준섭,,투수
2022-10-17,자유계약선수,한화,황영국,,투수
2022-10-14,자유계약선수,SSG,김상수,,투수
2022-10-14,자유계약선수,SSG,조이현,,투수
2022-10-13,자유계약선수,LG,가르시아,,내야수
2022-10-12,치료·재활명단,SSG,서진용,14일,투수
2022-10-12,치료·재활명단,SSG,최주환,14일,내야수
2022-10-12,치료·재활명단,SSG,한유섬,14일,외야수
2022-10-12,군보류,LG,이주헌,,포수
2022-10-11,치료·재활명단,SSG,고효준,14일,투수
2022-10-11,치료·재활명단,SSG,김광현,14일,투수
2022-10-11,치료·재활명단,SSG,김택형,14일,투수
2022-10-11,치료·재활명단,SSG,박종훈,14일,투수
2022-10-10,웨이버,한화,강상원,,외야수
2022-10-10,웨이버,한화,김기탁,,투수
2022-10-10,웨이버,한화,신정락,,투수
2022-10-10,웨이버,한화,이해창,,포수
2022-10-10,웨이버,한화,임준섭,,투수
2022-10-10,웨이버,한화,황영국,,투수
2022-10-07,소속선수 추가 등록,키움,주효상,군보류 해제,포수
2022-10-07,웨이버,SSG,김상수,,투수
2022-10-07,웨이버,SSG,조이현,,투수
2022-10-06,치료·재활명단,LG,김윤식,15일,투수
2022-10-06,치료·재활명단,SSG,이재원,15일,포수
2022-10-06,웨이버,LG,가르시아,,내야수
2022-10-05,치료·재활명단,LG,이민호,15일,투수
2022-10-05,치료·재활명단,SSG,폰트,16일,투수
2022-10-04,치료·재활명단,삼성,최충연,10일,투수
2022-10-04,부상자 명단,LG,문성주,10일,외야수
2022-10-04,부상자 명단,롯데,이민석,10일,투수
2022-10-03,부상자 명단,한화,박상원,10일,투수
2022-09-30,부상자 명단,LG,최성훈,10일,투수
2022-09-30,소속선수 추가 등록,키움,임병욱,군보류 해제,외야수
2022-09-27,부상자 명단,LG,이형종,10일,외야수
2022-09-25,경조휴가,두산,스탁,5일,투수
2022-09-23,치료·재활명단,SSG,문승원,10일,투수
2022-09-23,소속선수 추가 등록,KT,김민,군보류 해제,투수
2022-09-22,부상자 명단,KIA,윤중현,10일,투수
2022-09-22,경조휴가,한화,박상원,5일,투수
2022-09-22,군보류,KT,지명성,,투수
2022-09-22,군보류 자유계약선수,SSG,김주한,,투수
2022-09-22,군보류 자유계약선수,SSG,백승건,,투수
2022-09-22,군보류 자유계약선수,SSG,이원준,,투수
2022-09-22,소속선수 추가 등록,두산,이유찬,군보류 해제,내야수
2022-09-22,소속선수 추가 등록,SSG,최준우,군보류 해제,내야수
2022-09-22,소속선수 추가 등록,KIA,김기훈,군보류 해제,투수
2022-09-18,부상자 명단,삼성,김재성,10일,포수
2022-09-14,부상자 명단,KIA,황대인,10일,내야수
2022-09-13,소속선수 추가 등록,한화,유상빈,육성선수 말소,외야수
2022-09-13,등번호 변경,한화,유상빈,05→65,외야수
2022-09-11,부상자 명단,KT,박병호,15일,내야수
2022-09-09,부상자 명단,키움,김태훈,30일,투수
2022-09-07,군보류,LG,이지훈,,투수
2022-09-07,군보류,한화,유민,,외야수
2022-09-06,등번호 변경,NC,권정웅,55→35,포수
2022-09-06,트레이드(웨이버),NC,권정웅,삼성→NC,포수
2022-09-06,자유계약선수,삼성,임대한,,투수
2022-09-06,자유계약선수,삼성,최영진,,내야수
2022-09-05,부상자 명단,키움,김혜성,30일 / 9.23 1군 엔트리 등록,내야수
2022-09-03,소속선수 추가 등록,두산,이병헌,육성선수 말소,투수
2022-09-03,등번호 변경,두산,이병헌,105→62,투수
2022-09-02,부상자 명단,키움,최원태,10일,투수
2022-09-02,부상자 명단,KIA,이의리,10일,투수
2022-09-02,임의해지,KIA,김현준,,투수
2022-09-01,군보류,KT,안현민,,외야수
2022-09-01,군보류,KT,유준규,,내야수
2022-09-01,군보류,롯데,이승헌,,투수
2022-09-01,소속선수 추가 등록,두산,전창민,육성선수 말소,투수
2022-09-01,소속선수 추가 등록,삼성,이수민,육성선수 말소,투수
2022-09-01,소속선수 추가 등록,삼성,조민성,육성선수 말소,내야수
2022-09-01,소속선수 추가 등록,KIA,송후섭,육성선수 말소,투수
2022-09-01,등번호 변경,삼성,이수민,100→64,투수
2022-09-01,등번호 변경,삼성,조민성,105→32,내야수
2022-09-01,등번호 변경,KIA,송후섭,01→11,투수
2022-08-31,부상자 명단,삼성,김윤수,10일,투수
2022-08-30,소속선수 추가 등록,KIA,김선우,육성선수 말소,포수
2022-08-30,등번호 변경,KIA,김선우,02→42,포수
2022-08-30,웨이버,삼성,권정웅,,포수
2022-08-30,웨이버,삼성,임대한,,투수
2022-08-30,웨이버,삼성,최영진,,내야수
2022-08-29,부상자 명단,두산,곽빈,10일,투수
2022-08-29,부상자 명단,SSG,김상수,30일,투수
2022-08-26,부상자 명단,NC,임정호,15일 / 9.6 1군 엔트리 등록,투수
2022-08-25,부상자 명단,삼성,김헌곤,30일,외야수
2022-08-25,소속선수 추가 등록,두산,최지강,육성선수 말소,투수
2022-08-25,등번호 변경,두산,최지강,112→42,투수
2022-08-24,부상자 명단,삼성,장필준,15일,투수
2022-08-24,군보류,두산,김도윤,,투수
2022-08-24,군보류,KIA,김도현,,투수
2022-08-23,부상자 명단,키움,문성현,30일,투수
2022-08-23,부상자 명단,키움,최원태,10일,투수
2022-08-21,부상자 명단,삼성,김윤수,10일,투수
2022-08-20,부상자 명단,KT,장성우,10일,포수
2022-08-20,부상자 명단,KIA,전상현,10일,투수
2022-08-19,부상자 명단,두산,박치국,10일,투수
2022-08-19,부상자 명단,키움,이승호,30일,투수
2022-08-19,치료·재활명단,SSG,폰트,11일,투수
2022-08-16,치료·재활명단,NC,김건태,10일,투수
2022-08-16,임의해지,KIA,김승범,,투수
2022-08-14,부상자 명단,NC,김기환,10일,외야수
2022-08-14,소속선수 추가 등록,두산,박웅,육성선수 말소,투수
2022-08-13,부상자 명단,NC,김진호,10일,투수
2022-08-12,부상자 명단,롯데,이인복,15일,투수
2022-08-12,소속선수 추가 등록,NC,더모디,,투수
2022-08-12,자유계약선수,NC,파슨스,,투수
2022-08-11,부상자 명단,롯데,최준용,15일 / 8.21 1군 엔트리 등록,투수
2022-08-11,부상자 명단,KIA,정해영,10일,투수
2022-08-10,부상자 명단,KT,문상철,10일,외야수
2022-08-10,부상자 명단,롯데,안치홍,,내야수
2022-08-10,부상자 명단,KIA,전상현,10일,투수
2022-08-10,소속선수 추가 등록,삼성,박주혁,육성선수 말소,투수
2022-08-10,소속선수 추가 등록,NC,전사민,육성선수 말소,투수
2022-08-10,소속선수 추가 등록,롯데,스트레일리,,투수
2022-08-10,등번호 변경,삼성,박주혁,101→68,투수
2022-08-09,부상자 명단,KT,소형준,10일,투수
2022-08-09,부상자 명단,두산,박치국,10일,투수
2022-08-09,부상자 명단,삼성,장필준,15일,투수
2022-08-09,부상자 명단,롯데,고승민,,외야수
2022-08-09,부상자 명단,롯데,이학주,,내야수
2022-08-09,자유계약선수,NC,정현,,내야수
2022-08-08,부상자 명단,NC,구창모,15일 / 8.20 1군 엔트리 등록,투수
2022-08-08,부상자 명단,KIA,장현식,10일,투수
2022-08-07,부상자 명단,키움,김시앙,30일 / 9.1 1군 엔트리 등록,포수
2022-08-07,자유계약선수,롯데,스파크맨,,투수
2022-08-06,부상자 명단,KT,오윤석,10일,내야수
2022-08-06,부상자 명단,롯데,김원중,,투수
2022-08-05,부상자 명단,두산,김재환,10일,외야수
2022-08-05,부상자 명단,롯데,전준우,,외야수
2022-08-05,부상자 명단,롯데,진승현,30일,투수
2022-08-05,소속선수 추가 등록,한화,박상원,군보류 해제,투수
2022-08-05,등번호 변경,롯데,진승현,58→26,투수
2022-08-05,웨이버,NC,파슨스,,투수
2022-08-04,부상자 명단,KT,김태오,15일,투수
2022-08-04,부상자 명단,롯데,안중열,15일,포수
2022-08-03,부상자 명단,롯데,서준원,,투수
2022-08-03,부상자 명단,롯데,정보근,,포수
2022-08-03,부상자 명단,롯데,정훈,,내야수
2022-08-03,군보류,한화,송호정,,내야수
2022-08-03,군보류,한화,조은,,투수
2022-08-03,등번호 변경,한화,원혁재,95→24,외야수
2022-08-03,등번호 변경,한화,황영국,58→4,투수
2022-08-03,자유계약선수,NC,손정욱,,투수
2022-08-03,자유계약선수,NC,전민수,,외야수
2022-08-02,소속선수 추가 등록,KT,박준혁,군보류 해제,외야수
2022-08-02,웨이버,NC,정현,,내야수
2022-07-31,부상자 명단,KT,문상철,10일,외야수
2022-07-31,부상자 명단,KIA,전상현,10일,투수
2022-07-31,웨이버,롯데,스파크맨,,투수
2022-07-30,부상자 명단,두산,박치국,10일,투수
2022-07-30,부상자 명단,롯데,김도규,10일,투수
2022-07-30,소속선수 추가 등록,두산,브랜든,,투수
2022-07-29,부상자 명단,삼성,백정현,10일,투수
2022-07-29,부상자 명단,KIA,장현식,10일,투수
2022-07-28,부상자 명단,NC,박석민,30일,내야수
2022-07-27,부상자 명단,KT,오윤석,10일,내야수
2022-07-27,소속선수 추가 등록,LG,김영준,육성선수 말소,투수
2022-07-27,소속선수 추가 등록,NC,오태양,육성선수 말소,내야수
2022-07-27,소속선수 추가 등록,KIA,김승범,군보류 해제,투수
